id,utterances
./data/single-turn-dataset/data/90_1.flac,"[[{""confidence"": 0.84218657, ""transcript"": ""9713818293.""}]]"
./data/single-turn-dataset/data/28_1.flac,"[[{""confidence"": 0.9326821, ""transcript"": ""6262415639.""}]]"
./data/single-turn-dataset/data/30_1.flac,"[[{""confidence"": 0.7597042, ""transcript"": ""7306099468.""}]]"
./data/single-turn-dataset/data/71_1.flac,"[[{""confidence"": 0.94941497, ""transcript"": ""7, 8, 2, 2, 3, 4, 6, 8.""}]]"
./data/single-turn-dataset/data/113_1.flac,"[[{""confidence"": 0.77728933, ""transcript"": ""8100464970.""}]]"
./data/single-turn-dataset/data/135_1.flac,"[[{""confidence"": 0.8707223, ""transcript"": ""75670, double 9, 468.""}]]"
./data/single-turn-dataset/data/94_1.flac,"[[{""confidence"": 0.9453921, ""transcript"": ""9289, double 4, 1384.""}]]"
./data/single-turn-dataset/data/39_1.flac,"[[{""confidence"": 0.85228235, ""transcript"": ""8100464970.""}]]"
./data/single-turn-dataset/data/85_1.flac,"[[{""confidence"": 0.80580455, ""transcript"": ""9713818283.""}]]"
./data/single-turn-dataset/data/74_1.flac,"[[{""confidence"": 0.86974853, ""transcript"": ""7980179342.""}]]"
./data/single-turn-dataset/data/32_1.flac,"[[{""confidence"": 0.80157256, ""transcript"": ""9768056282.""}]]"
./data/single-turn-dataset/data/69_1.flac,"[[{""confidence"": 0.7255962, ""transcript"": ""1871935.""}]]"
./data/single-turn-dataset/data/141_1.flac,"[[{""confidence"": 0.73327047, ""transcript"": ""4104084698.""}]]"
./data/single-turn-dataset/data/21_1.flac,"[[{""confidence"": 0.89824224, ""transcript"": ""9289441384.""}]]"
./data/single-turn-dataset/data/84_1.flac,"[[{""confidence"": 0.8347624, ""transcript"": ""983096747.""}]]"
./data/single-turn-dataset/data/19_1.flac,"[[{""confidence"": 0.7887945, ""transcript"": ""7567091711.""}]]"
./data/single-turn-dataset/data/41_1.flac,"[[{""confidence"": 0.83163786, ""transcript"": ""8777095401.""}]]"
./data/single-turn-dataset/data/138_1.flac,"[[{""confidence"": 0.84566396, ""transcript"": ""789321456.""}]]"
./data/single-turn-dataset/data/34_1.flac,"[[{""confidence"": 0.85394424, ""transcript"": ""7546789213.""}]]"
./data/single-turn-dataset/data/27_1.flac,"[[{""confidence"": 0.5844366, ""transcript"": ""750609498.""}]]"
./data/single-turn-dataset/data/131_1.flac,"[[{""confidence"": 0.7734143, ""transcript"": ""80456878, double 1.""}]]"
./data/single-turn-dataset/data/99_1.flac,"[[{""confidence"": 0.5693906, ""transcript"": ""Double 8, 504151, double 1.""}]]"
./data/single-turn-dataset/data/121_1.flac,"[[{""confidence"": 0.66049844, ""transcript"": ""7875004787.""}]]"
./data/single-turn-dataset/data/57_1.flac,"[[{""confidence"": 0.8722985, ""transcript"": ""8 045687811.""}]]"
./data/single-turn-dataset/data/80_1.flac,"[[{""confidence"": 0.80220497, ""transcript"": ""4256786234.""}]]"
./data/single-turn-dataset/data/89_1.flac,"[[{""confidence"": 0.818712, ""transcript"": ""5737473323.""}]]"
./data/single-turn-dataset/data/123_1.flac,"[[{""confidence"": 0.7365721, ""transcript"": ""1203654789.""}]]"
./data/single-turn-dataset/data/6_1.flac,"[[{""confidence"": 0.8042887, ""transcript"": ""9080212607.""}]]"
./data/single-turn-dataset/data/102_1.flac,"[[{""confidence"": 0.8728171, ""transcript"": ""6262415639.""}]]"
./data/single-turn-dataset/data/116_1.flac,"[[{""confidence"": 0.87745976, ""transcript"": ""87452.""}]]"
./data/single-turn-dataset/data/140_1.flac,"[[{""confidence"": 0.8766263, ""transcript"": ""7028, double 7, 6327.""}]]"
./data/single-turn-dataset/data/14_1.flac,"[[{""confidence"": 0.6492524, ""transcript"": ""9948515764.""}]]"
./data/single-turn-dataset/data/93_1.flac,"[[{""confidence"": 0.8220732, ""transcript"": ""Double 981958963.""}]]"
./data/single-turn-dataset/data/95_1.flac,"[[{""confidence"": 0.8530981, ""transcript"": ""9289, double 4, 13.""}]]"
./data/single-turn-dataset/data/50_1.flac,"[[{""confidence"": 0.6323179, ""transcript"": ""8 87961495""}]]"
./data/single-turn-dataset/data/70_1.flac,"[[{""confidence"": 0.7900926, ""transcript"": ""257867543.""}]]"
./data/single-turn-dataset/data/78_1.flac,"[[{""confidence"": 0.7767932, ""transcript"": ""So 8717-828.""}]]"
./data/single-turn-dataset/data/63_1.flac,"[[{""confidence"": 0.9045676, ""transcript"": ""883257242.""}]]"
./data/single-turn-dataset/data/77_1.flac,"[[{""confidence"": 0.9577256, ""transcript"": ""3913, double 6, 34, double 6.""}]]"
./data/single-turn-dataset/data/43_1.flac,"[[{""confidence"": 0.82346123, ""transcript"": ""8 768254210.""}]]"
./data/single-turn-dataset/data/44_1.flac,"[[{""confidence"": 0.8223879, ""transcript"": ""7208956943.""}]]"
./data/single-turn-dataset/data/8_1.flac,"[[{""confidence"": 0.8590758, ""transcript"": ""9874361776.""}]]"
./data/single-turn-dataset/data/68_1.flac,"[[{""confidence"": 0.87767917, ""transcript"": ""410408469.""}]]"
./data/single-turn-dataset/data/20_1.flac,"[[{""confidence"": 0.91403776, ""transcript"": ""9981958963.""}]]"
./data/single-turn-dataset/data/124_1.flac,"[[{""confidence"": 0.78074974, ""transcript"": ""Double 8, 79614959.""}]]"
./data/single-turn-dataset/data/96_1.flac,"[[{""confidence"": 0.7024811, ""transcript"": ""77854.""}]]"
./data/single-turn-dataset/data/17_1.flac,"[[{""confidence"": 0.8972622, ""transcript"": ""9713818293.""}]]"
./data/single-turn-dataset/data/33_1.flac,"[[{""confidence"": 0.76601356, ""transcript"": ""9011287291.""}]]"
./data/single-turn-dataset/data/40_1.flac,"[[{""confidence"": 0.8035457, ""transcript"": ""7567091771.""}]]"
./data/single-turn-dataset/data/66_1.flac,"[[{""confidence"": 0.7836575, ""transcript"": ""214-56987.""}]]"
./data/single-turn-dataset/data/24_1.flac,"[[{""confidence"": 0.82870513, ""transcript"": ""7987205217.""}]]"
./data/single-turn-dataset/data/98_1.flac,"[[{""confidence"": 0.76686203, ""transcript"": ""7987205217.""}]]"
./data/single-turn-dataset/data/119_1.flac,"[[{""confidence"": 0.93060803, ""transcript"": ""7982314560.""}]]"
./data/single-turn-dataset/data/29_1.flac,"[[{""confidence"": 0.8452103, ""transcript"": ""4714260636.""}]]"
./data/single-turn-dataset/data/100_1.flac,"[[{""confidence"": 0.74749184, ""transcript"": ""8657472618.""}]]"
./data/single-turn-dataset/data/31_1.flac,"[[{""confidence"": 0.72442365, ""transcript"": ""735197348.""}]]"
./data/single-turn-dataset/data/127_1.flac,"[[{""confidence"": 0.82430506, ""transcript"": ""9819318676.""}]]"
./data/single-turn-dataset/data/111_1.flac,"[[{""confidence"": 0.6047667, ""transcript"": ""Double 8, 50415105.""}]]"
./data/single-turn-dataset/data/82_1.flac,"[[{""confidence"": 0.80453396, ""transcript"": ""6331666562.""}]]"
./data/single-turn-dataset/data/3_1.flac,"[[{""confidence"": 0.817581, ""transcript"": ""9011145239.""}]]"
./data/single-turn-dataset/data/2_1.flac,"[[{""confidence"": 0.7861782, ""transcript"": ""9332024790.""}]]"
./data/single-turn-dataset/data/139_1.flac,"[[{""confidence"": 0.80632997, ""transcript"": ""214-569-8730.""}]]"
./data/single-turn-dataset/data/81_1.flac,"[[{""confidence"": 0.90617085, ""transcript"": ""9874361776.""}]]"
./data/single-turn-dataset/data/25_1.flac,"[[{""confidence"": 0.78713953, ""transcript"": ""885-041-5111.""}]]"
./data/single-turn-dataset/data/87_1.flac,"[[{""confidence"": 0.78352094, ""transcript"": ""Double 9, 4851 5764.""}]]"
./data/single-turn-dataset/data/110_1.flac,"[[{""confidence"": 0.8977111, ""transcript"": ""7654398123.""}]]"
./data/single-turn-dataset/data/133_1.flac,"[[{""confidence"": 0.9100654, ""transcript"": ""98, double 9, 581545.""}]]"
./data/single-turn-dataset/data/103_1.flac,"[[{""confidence"": 0.8763094, ""transcript"": ""4714260636.""}]]"
./data/single-turn-dataset/data/56_1.flac,"[[{""confidence"": 0.9050584, ""transcript"": ""9820634973.""}]]"
./data/single-turn-dataset/data/65_1.flac,"[[{""confidence"": 0.8326998, ""transcript"": ""78932145.""}]]"
./data/single-turn-dataset/data/86_1.flac,"[[{""confidence"": 0.8290012, ""transcript"": ""7623546781.""}]]"
./data/single-turn-dataset/data/108_1.flac,"[[{""confidence"": 0.68698937, ""transcript"": ""2546789213.""}]]"
./data/single-turn-dataset/data/36_1.flac,"[[{""confidence"": 0.9572636, ""transcript"": ""7654398123.""}]]"
./data/single-turn-dataset/data/142_1.flac,"[[{""confidence"": 0.780888, ""transcript"": ""1871952.""}]]"
./data/single-turn-dataset/data/114_1.flac,"[[{""confidence"": 0.79648954, ""transcript"": ""7567091771.""}]]"
./data/single-turn-dataset/data/72_1.flac,"[[{""confidence"": 0.9158584, ""transcript"": ""988944138.""}]]"
./data/single-turn-dataset/data/136_1.flac,"[[{""confidence"": 0.7571721, ""transcript"": ""Double 8, 32572425.""}]]"
./data/single-turn-dataset/data/122_1.flac,"[[{""confidence"": 0.9350244, ""transcript"": ""9820634972.""}]]"
./data/single-turn-dataset/data/61_1.flac,"[[{""confidence"": 0.83102036, ""transcript"": ""8 04532981.""}]]"
./data/single-turn-dataset/data/55_1.flac,"[[{""confidence"": 0.8412551, ""transcript"": ""9864572390.""}]]"
./data/single-turn-dataset/data/75_1.flac,"[[{""confidence"": 0.8351588, ""transcript"": ""9332024790.""}]]"
./data/single-turn-dataset/data/15_1.flac,"[[{""confidence"": 0.83915114, ""transcript"": ""862-888-6509.""}]]"
./data/single-turn-dataset/data/83_1.flac,"[[{""confidence"": 0.79891473, ""transcript"": ""1236547890.""}]]"
./data/single-turn-dataset/data/117_1.flac,"[[{""confidence"": 0.7819204, ""transcript"": ""8768254210.""}]]"
./data/single-turn-dataset/data/4_1.flac,"[[{""confidence"": 0.8541363, ""transcript"": ""391363466.""}]]"
./data/single-turn-dataset/data/132_1.flac,"[[{""confidence"": 0.9445777, ""transcript"": ""7028, double 7, 6337.""}]]"
./data/single-turn-dataset/data/42_1.flac,"[[{""confidence"": 0.74482834, ""transcript"": ""9786687452.""}]]"
./data/single-turn-dataset/data/137_1.flac,"[[{""confidence"": 0.827065, ""transcript"": ""9323043615.""}]]"
./data/single-turn-dataset/data/48_1.flac,"[[{""confidence"": 0.87918776, ""transcript"": ""9820634972.""}]]"
./data/single-turn-dataset/data/38_1.flac,"[[{""confidence"": 0.79865074, ""transcript"": ""9332105670.""}]]"
./data/single-turn-dataset/data/35_1.flac,"[[{""confidence"": 0.7942855, ""transcript"": ""7295564809.""}]]"
./data/single-turn-dataset/data/76_1.flac,"[[{""confidence"": 0.75730324, ""transcript"": ""9 zero, triple 1, 4523 9.""}]]"
./data/single-turn-dataset/data/130_1.flac,"[[{""confidence"": 0.9146472, ""transcript"": ""9820634973.""}]]"
./data/single-turn-dataset/data/79_1.flac,"[[{""confidence"": 0.686816, ""transcript"": ""0212607.""}]]"
./data/single-turn-dataset/data/37_1.flac,"[[{""confidence"": 0.7321915, ""transcript"": ""8850415105.""}]]"
./data/single-turn-dataset/data/59_1.flac,"[[{""confidence"": 0.8190519, ""transcript"": ""7028776337.""}]]"
./data/single-turn-dataset/data/9_1.flac,"[[{""confidence"": 0.78872824, ""transcript"": ""633166656.""}]]"
./data/single-turn-dataset/data/46_1.flac,"[[{""confidence"": 0.7400023, ""transcript"": ""543217889.""}]]"
./data/single-turn-dataset/data/118_1.flac,"[[{""confidence"": 0.70838857, ""transcript"": ""7208956943.""}]]"
./data/single-turn-dataset/data/23_1.flac,"[[{""confidence"": 0.78157395, ""transcript"": ""7645342189.""}]]"
./data/single-turn-dataset/data/5_1.flac,"[[{""confidence"": 0.8240061, ""transcript"": ""4008717828.""}]]"
./data/single-turn-dataset/data/143_1.flac,"[[{""confidence"": 0.743819, ""transcript"": ""2578675432.""}]]"
./data/single-turn-dataset/data/12_1.flac,"[[{""confidence"": 0.8267967, ""transcript"": ""9713818283.""}]]"
./data/single-turn-dataset/data/104_1.flac,"[[{""confidence"": 0.8013379, ""transcript"": ""7306099468.""}]]"
./data/single-turn-dataset/data/11_1.flac,"[[{""confidence"": 0.87836075, ""transcript"": ""983096774747.""}]]"
./data/single-turn-dataset/data/67_1.flac,"[[{""confidence"": 0.9039831, ""transcript"": ""7028776.""}]]"
./data/single-turn-dataset/data/58_1.flac,"[[{""confidence"": 0.92574763, ""transcript"": ""9839581545.""}]]"
./data/single-turn-dataset/data/18_1.flac,"[[{""confidence"": 0.8090162, ""transcript"": ""8 045389870.""}]]"
./data/single-turn-dataset/data/88_1.flac,"[[{""confidence"": 0.790606, ""transcript"": ""8628886509.""}]]"
./data/single-turn-dataset/data/126_1.flac,"[[{""confidence"": 0.8152987, ""transcript"": ""865880758.""}]]"
./data/single-turn-dataset/data/92_1.flac,"[[{""confidence"": 0.84470886, ""transcript"": ""75670917, double 1.""}]]"
./data/single-turn-dataset/data/107_1.flac,"[[{""confidence"": 0.8340997, ""transcript"": ""9 zero, double 1, 2872 91.""}]]"
./data/single-turn-dataset/data/73_1.flac,"[[{""confidence"": 0.9613265, ""transcript"": ""79820453.""}]]"
./data/single-turn-dataset/data/145_1.flac,"[[{""confidence"": 0.9641845, ""transcript"": ""9, double 8, 9, double 4, 1384.""}]]"
./data/single-turn-dataset/data/13_1.flac,"[[{""confidence"": 0.67084265, ""transcript"": ""7 623546781.""}]]"
./data/single-turn-dataset/data/49_1.flac,"[[{""confidence"": 0.5881812, ""transcript"": ""120365479.""}]]"
./data/single-turn-dataset/data/125_1.flac,"[[{""confidence"": 0.6521119, ""transcript"": ""8100790804.""}]]"
./data/single-turn-dataset/data/106_1.flac,"[[{""confidence"": 0.74284047, ""transcript"": ""9768056282.""}]]"
./data/single-turn-dataset/data/62_1.flac,"[[{""confidence"": 0.8901599, ""transcript"": ""7567099468.""}]]"
./data/single-turn-dataset/data/120_1.flac,"[[{""confidence"": 0.8605621, ""transcript"": ""543217, double 8, 90.""}]]"
./data/single-turn-dataset/data/1_1.flac,"[[{""confidence"": 0.8389775, ""transcript"": ""7980179342.""}]]"
./data/single-turn-dataset/data/45_1.flac,"[[{""confidence"": 0.8740882, ""transcript"": ""7982314560.""}]]"
./data/single-turn-dataset/data/105_1.flac,"[[{""confidence"": 0.0, ""transcript"": """"}]]"
