id,utterances
./data/single-turn-dataset/data/39_1.flac,"[[{""confidence"": 0, ""transcript"": ""8100464 970""}]]"
./data/single-turn-dataset/data/85_1.flac,"[[{""confidence"": 0, ""transcript"": ""971381 8283""}]]"
./data/single-turn-dataset/data/74_1.flac,"[[{""confidence"": 0, ""transcript"": ""798017 9342""}]]"
./data/single-turn-dataset/data/32_1.flac,"[[{""confidence"": 0, ""transcript"": ""9768056 2822""}]]"
./data/single-turn-dataset/data/69_1.flac,"[[{""confidence"": 0, ""transcript"": ""1871931 95""}]]"
./data/single-turn-dataset/data/141_1.flac,"[[{""confidence"": 0, ""transcript"": ""41004 084698""}]]"
./data/single-turn-dataset/data/21_1.flac,"[[{""confidence"": 0, ""transcript"": ""9289441 384""}]]"
./data/single-turn-dataset/data/84_1.flac,"[[{""confidence"": 0, ""transcript"": ""9830096 77747""}]]"
./data/single-turn-dataset/data/19_1.flac,"[[{""confidence"": 0, ""transcript"": ""7 5 6 7 091711""}]]"
./data/single-turn-dataset/data/41_1.flac,"[[{""confidence"": 0, ""transcript"": ""8777095 4501""}]]"
./data/single-turn-dataset/data/138_1.flac,"[[{""confidence"": 0, ""transcript"": ""7893214 56""}]]"
./data/single-turn-dataset/data/34_1.flac,"[[{""confidence"": 0, ""transcript"": ""754678 9213""}]]"
./data/single-turn-dataset/data/27_1.flac,"[[{""confidence"": 0, ""transcript"": ""750609 9468""}]]"
./data/single-turn-dataset/data/131_1.flac,"[[{""confidence"": 0, ""transcript"": ""Ek Din 4568781 1""}]]"
./data/single-turn-dataset/data/99_1.flac,"[[{""confidence"": 0, ""transcript"": ""8850041 511""}]]"
./data/single-turn-dataset/data/121_1.flac,"[[{""confidence"": 0, ""transcript"": ""7875 004787""}]]"
./data/single-turn-dataset/data/57_1.flac,"[[{""confidence"": 0, ""transcript"": ""8045 687811""}]]"
./data/single-turn-dataset/data/80_1.flac,"[[{""confidence"": 0, ""transcript"": ""425678 6234""}]]"
./data/single-turn-dataset/data/89_1.flac,"[[{""confidence"": 0, ""transcript"": ""573747 3323""}]]"
./data/single-turn-dataset/data/123_1.flac,"[[{""confidence"": 0, ""transcript"": ""120365 4789""}]]"
./data/single-turn-dataset/data/6_1.flac,"[[{""confidence"": 0, ""transcript"": ""9080212 6""}]]"
./data/single-turn-dataset/data/102_1.flac,"[[{""confidence"": 0, ""transcript"": ""626241 5639""}]]"
./data/single-turn-dataset/data/116_1.flac,"[[{""confidence"": 0, ""transcript"": ""87452""}]]"
./data/single-turn-dataset/data/140_1.flac,"[[{""confidence"": 0, ""transcript"": ""7028 7776327""}]]"
./data/single-turn-dataset/data/14_1.flac,"[[{""confidence"": 0, ""transcript"": ""9948515 764""}]]"
./data/single-turn-dataset/data/93_1.flac,"[[{""confidence"": 0, ""transcript"": ""9981958 963""}]]"
./data/single-turn-dataset/data/95_1.flac,"[[{""confidence"": 0, ""transcript"": ""9289 44413""}]]"
./data/single-turn-dataset/data/50_1.flac,"[[{""confidence"": 0, ""transcript"": ""8879614 95""}]]"
./data/single-turn-dataset/data/70_1.flac,"[[{""confidence"": 0, ""transcript"": ""2578675 43""}]]"
./data/single-turn-dataset/data/78_1.flac,"[[{""confidence"": 0, ""transcript"": ""8717828""}]]"
./data/single-turn-dataset/data/63_1.flac,"[[{""confidence"": 0, ""transcript"": ""88325 7242""}]]"
./data/single-turn-dataset/data/77_1.flac,"[[{""confidence"": 0, ""transcript"": ""3913 6663466""}]]"
./data/single-turn-dataset/data/43_1.flac,"[[{""confidence"": 0, ""transcript"": ""876825 4210""}]]"
./data/single-turn-dataset/data/44_1.flac,"[[{""confidence"": 0, ""transcript"": ""72008 956943""}]]"
./data/single-turn-dataset/data/8_1.flac,"[[{""confidence"": 0, ""transcript"": ""9874361 6776""}]]"
./data/single-turn-dataset/data/68_1.flac,"[[{""confidence"": 0, ""transcript"": ""41004 08469""}]]"
./data/single-turn-dataset/data/20_1.flac,"[[{""confidence"": 0, ""transcript"": ""9981958 963""}]]"
./data/single-turn-dataset/data/124_1.flac,"[[{""confidence"": 0, ""transcript"": ""8879 614959""}]]"
./data/single-turn-dataset/data/96_1.flac,"[[{""confidence"": 0, ""transcript"": ""Sar Abhi 7854""}]]"
./data/single-turn-dataset/data/17_1.flac,"[[{""confidence"": 0, ""transcript"": ""9713818""}]]"
./data/single-turn-dataset/data/33_1.flac,"[[{""confidence"": 0, ""transcript"": ""901128 7291""}]]"
./data/single-turn-dataset/data/40_1.flac,"[[{""confidence"": 0, ""transcript"": ""7 5 6 7 091771""}]]"
./data/single-turn-dataset/data/66_1.flac,"[[{""confidence"": 0, ""transcript"": ""21456 987""}]]"
./data/single-turn-dataset/data/24_1.flac,"[[{""confidence"": 0, ""transcript"": ""79872 05217""}]]"
./data/single-turn-dataset/data/98_1.flac,"[[{""confidence"": 0, ""transcript"": ""7987205 2 1 7""}]]"
./data/single-turn-dataset/data/119_1.flac,"[[{""confidence"": 0, ""transcript"": ""7982314 560""}]]"
./data/single-turn-dataset/data/29_1.flac,"[[{""confidence"": 0, ""transcript"": ""4714260 636""}]]"
./data/single-turn-dataset/data/100_1.flac,"[[{""confidence"": 0, ""transcript"": ""8657 472618""}]]"
./data/single-turn-dataset/data/31_1.flac,"[[{""confidence"": 0, ""transcript"": ""7351 973498""}]]"
./data/single-turn-dataset/data/127_1.flac,"[[{""confidence"": 0, ""transcript"": ""981931 8676""}]]"
./data/single-turn-dataset/data/111_1.flac,"[[{""confidence"": 0, ""transcript"": ""88500 4151105""}]]"
./data/single-turn-dataset/data/82_1.flac,"[[{""confidence"": 0, ""transcript"": ""63316 666562""}]]"
./data/single-turn-dataset/data/3_1.flac,"[[{""confidence"": 0, ""transcript"": ""9 0 1 1 1 4 5 2 3 9""}]]"
./data/single-turn-dataset/data/2_1.flac,"[[{""confidence"": 0, ""transcript"": ""9332024 790""}]]"
./data/single-turn-dataset/data/139_1.flac,"[[{""confidence"": 0, ""transcript"": ""214569 87300""}]]"
./data/single-turn-dataset/data/81_1.flac,"[[{""confidence"": 0, ""transcript"": ""9874361 776""}]]"
./data/single-turn-dataset/data/25_1.flac,"[[{""confidence"": 0, ""transcript"": ""8850041 5111""}]]"
./data/single-turn-dataset/data/87_1.flac,"[[{""confidence"": 0, ""transcript"": ""994851 5764""}]]"
./data/single-turn-dataset/data/110_1.flac,"[[{""confidence"": 0, ""transcript"": ""765439 8123""}]]"
./data/single-turn-dataset/data/133_1.flac,"[[{""confidence"": 0, ""transcript"": ""989958 1545""}]]"
./data/single-turn-dataset/data/103_1.flac,"[[{""confidence"": 0, ""transcript"": ""4714260 636""}]]"
./data/single-turn-dataset/data/56_1.flac,"[[{""confidence"": 0, ""transcript"": ""9820063 4973""}]]"
./data/single-turn-dataset/data/65_1.flac,"[[{""confidence"": 0, ""transcript"": ""7893214 5""}]]"
./data/single-turn-dataset/data/86_1.flac,"[[{""confidence"": 0, ""transcript"": ""762354 6781""}]]"
./data/single-turn-dataset/data/108_1.flac,"[[{""confidence"": 0, ""transcript"": ""354678 9213""}]]"
./data/single-turn-dataset/data/36_1.flac,"[[{""confidence"": 0, ""transcript"": ""76543 98123""}]]"
./data/single-turn-dataset/data/142_1.flac,"[[{""confidence"": 0, ""transcript"": ""187193 1952""}]]"
./data/single-turn-dataset/data/114_1.flac,"[[{""confidence"": 0, ""transcript"": ""7567 091771""}]]"
./data/single-turn-dataset/data/72_1.flac,"[[{""confidence"": 0, ""transcript"": ""9 8 8 9 4413""}]]"
./data/single-turn-dataset/data/136_1.flac,"[[{""confidence"": 0, ""transcript"": ""88325 72425""}]]"
./data/single-turn-dataset/data/122_1.flac,"[[{""confidence"": 0, ""transcript"": ""9820634 972""}]]"
./data/single-turn-dataset/data/61_1.flac,"[[{""confidence"": 0, ""transcript"": ""8045329 81""}]]"
./data/single-turn-dataset/data/55_1.flac,"[[{""confidence"": 0, ""transcript"": ""9864572 930""}]]"
./data/single-turn-dataset/data/75_1.flac,"[[{""confidence"": 0, ""transcript"": ""933202 4790""}]]"
./data/single-turn-dataset/data/15_1.flac,"[[{""confidence"": 0, ""transcript"": ""8628886 5209""}]]"
./data/single-turn-dataset/data/83_1.flac,"[[{""confidence"": 0, ""transcript"": ""123654 7890""}]]"
./data/single-turn-dataset/data/117_1.flac,"[[{""confidence"": 0, ""transcript"": ""876825 4210""}]]"
./data/single-turn-dataset/data/4_1.flac,"[[{""confidence"": 0, ""transcript"": ""3913 663466""}]]"
./data/single-turn-dataset/data/132_1.flac,"[[{""confidence"": 0, ""transcript"": ""7028 7776337""}]]"
./data/single-turn-dataset/data/42_1.flac,"[[{""confidence"": 0, ""transcript"": ""978668 7452""}]]"
./data/single-turn-dataset/data/137_1.flac,"[[{""confidence"": 0, ""transcript"": ""9323 043615""}]]"
./data/single-turn-dataset/data/48_1.flac,"[[{""confidence"": 0, ""transcript"": ""9820063 4972""}]]"
./data/single-turn-dataset/data/38_1.flac,"[[{""confidence"": 0, ""transcript"": ""93321 05670""}]]"
./data/single-turn-dataset/data/35_1.flac,"[[{""confidence"": 0, ""transcript"": ""7295564 8 09""}]]"
./data/single-turn-dataset/data/76_1.flac,"[[{""confidence"": 0, ""transcript"": ""90111 45239""}]]"
./data/single-turn-dataset/data/130_1.flac,"[[{""confidence"": 0, ""transcript"": ""982063 4973""}]]"
./data/single-turn-dataset/data/79_1.flac,"[[{""confidence"": 0, ""transcript"": ""02126 07""}]]"
./data/single-turn-dataset/data/37_1.flac,"[[{""confidence"": 0, ""transcript"": ""885 04151 05""}]]"
./data/single-turn-dataset/data/59_1.flac,"[[{""confidence"": 0, ""transcript"": ""7002877 6337""}]]"
./data/single-turn-dataset/data/9_1.flac,"[[{""confidence"": 0, ""transcript"": ""6331666 56""}]]"
./data/single-turn-dataset/data/46_1.flac,"[[{""confidence"": 0, ""transcript"": ""5432178 89""}]]"
./data/single-turn-dataset/data/118_1.flac,"[[{""confidence"": 0, ""transcript"": ""72 08 956943""}]]"
./data/single-turn-dataset/data/23_1.flac,"[[{""confidence"": 0, ""transcript"": ""7645342 189""}]]"
./data/single-turn-dataset/data/5_1.flac,"[[{""confidence"": 0, ""transcript"": ""4 0 0 8 7 1 7 8 2 8""}]]"
./data/single-turn-dataset/data/143_1.flac,"[[{""confidence"": 0, ""transcript"": ""257867 5432""}]]"
./data/single-turn-dataset/data/12_1.flac,"[[{""confidence"": 0, ""transcript"": ""971381 8283""}]]"
./data/single-turn-dataset/data/104_1.flac,"[[{""confidence"": 0, ""transcript"": ""73 06 099468""}]]"
./data/single-turn-dataset/data/11_1.flac,"[[{""confidence"": 0, ""transcript"": ""983 09 67747""}]]"
./data/single-turn-dataset/data/67_1.flac,"[[{""confidence"": 0, ""transcript"": ""7 028776""}]]"
./data/single-turn-dataset/data/58_1.flac,"[[{""confidence"": 0, ""transcript"": ""98395 81545""}]]"
./data/single-turn-dataset/data/18_1.flac,"[[{""confidence"": 0, ""transcript"": ""804538 9870""}]]"
./data/single-turn-dataset/data/88_1.flac,"[[{""confidence"": 0, ""transcript"": ""8628865 09""}]]"
./data/single-turn-dataset/data/126_1.flac,"[[{""confidence"": 0, ""transcript"": ""8658807 658""}]]"
./data/single-turn-dataset/data/92_1.flac,"[[{""confidence"": 0, ""transcript"": ""7567 091711""}]]"
./data/single-turn-dataset/data/107_1.flac,"[[{""confidence"": 0, ""transcript"": ""901128 7291""}]]"
./data/single-turn-dataset/data/73_1.flac,"[[{""confidence"": 0, ""transcript"": ""798245""}]]"
./data/single-turn-dataset/data/145_1.flac,"[[{""confidence"": 0, ""transcript"": ""988944 1384""}]]"
./data/single-turn-dataset/data/13_1.flac,"[[{""confidence"": 0, ""transcript"": ""762354 6781""}]]"
./data/single-turn-dataset/data/49_1.flac,"[[{""confidence"": 0, ""transcript"": ""120365 4789""}]]"
./data/single-turn-dataset/data/125_1.flac,"[[{""confidence"": 0, ""transcript"": ""8100 790804""}]]"
./data/single-turn-dataset/data/106_1.flac,"[[{""confidence"": 0, ""transcript"": ""976805 6282""}]]"
./data/single-turn-dataset/data/62_1.flac,"[[{""confidence"": 0, ""transcript"": ""7 5 6 7 09 9 4 6 8""}]]"
./data/single-turn-dataset/data/120_1.flac,"[[{""confidence"": 0, ""transcript"": ""543217 88890""}]]"
./data/single-turn-dataset/data/1_1.flac,"[[{""confidence"": 0, ""transcript"": ""798017 9342""}]]"
./data/single-turn-dataset/data/45_1.flac,"[[{""confidence"": 0, ""transcript"": ""7982314 5650""}]]"
./data/single-turn-dataset/data/105_1.flac,[]
